Ensemble ID,Gene symbol,log2FC vs BLAM,Timepoint,p-value,FDR,
ENSRNOG00000022523,Fkbp5,2.342704533,FS60,4.07E-93,6.09E-89,
ENSRNOG00000058186,Errfi1,1.530300508,FS30,2.68E-64,4.00E-60,
ENSRNOG00000007284,Slc2a1,1.486222684,FS30,1.48E-59,1.11E-55,
ENSRNOG00000013140,Pdzd2,1.353402355,FS120,1.2E-49,1.78E-45,
ENSRNOG00000015615,Tnfrsf11a,1.679308308,FS60,2.9E-49,2.17E-45,
ENSRNOG00000020533,Htra1,1.624096801,FS60,3.24E-44,1.62E-40,
ENSRNOG00000014343,Anln,1.164847437,FS60,1.94E-43,7.26E-40,
ENSRNOG00000029980,Zbtb16,1.429694466,FS60,4.19E-41,1.26E-37,
ENSRNOG00000056457,Gpd1,2.475980391,FS30,1.23E-40,6.11E-37,
ENSRNOG00000045649,Arrdc3,1.111998985,FS30,5.62E-34,2.10E-30,
ENSRNOG00000019018,Plat,1.361349046,FS30,2.5E-30,7.48E-27,
ENSRNOG00000007387,Per1,1.549100712,FS30,7.2E-30,1.80E-26,
ENSRNOG00000049560,Glul,0.875527465,FS30,1.47E-27,3.15E-24,
ENSRNOG00000007637,Acer2,1.419478898,FS30,1.82E-27,3.41E-24,
ENSRNOG00000003745,Atf3,3.894391793,FS30,1.21E-26,2.01E-23,
ENSRNOG00000017198,Hif3a,1.922693526,FS60,5.54E-26,8.31E-23,
ENSRNOG00000051548,Lmod1,1.288873062,FS60,4.45E-26,8.31E-23,
ENSRNOG00000012475,Prr5,1.143795308,FS60,5.12E-26,8.31E-23,
ENSRNOG00000009740,Slco1c1,-0.906171516,FS60,7.85E-26,1.07E-22,
ENSRNOG00000014288,Fn1,1.403250292,FS30,8.54E-26,1.28E-22,
ENSRNOG00000002057,Slc10a6,1.772875537,FS30,7.04E-25,9.57E-22,
ENSRNOG00000001766,Tfrc,-0.947043197,FS30,1.02E-24,1.27E-21,
ENSRNOG00000014215,Klf9,0.931025096,FS30,1.52E-24,1.74E-21,
ENSRNOG00000015904,Wfdc1,1.427968185,FS60,4.41E-24,5.09E-21,
ENSRNOG00000018700,Mobp,1.054307557,FS30,1.03E-23,1.10E-20,
ENSRNOG00000018052,Cnksr3,0.904782072,FS60,1.12E-23,1.20E-20,
ENSRNOG00000014456,Coq10b,1.057806995,FS30,4.32E-22,4.31E-19,
ENSRNOG00000030124,Ptpn11,0.774651043,FS60,5.38E-22,5.38E-19,
ENSRNOG00000004890,Adcy8,-0.819554372,FS120,7.65E-23,5.67E-19,
ENSRNOG00000017319,Mertk,0.727396164,FS60,1.76E-21,1.65E-18,
ENSRNOG00000055305,Parvb,-0.6336412,FS360,1.65E-22,2.45E-18,
ENSRNOG00000003977,Dusp1,2.187172005,FS30,1.34E-20,1.26E-17,
ENSRNOG00000005923,Mtmr2,0.753547382,FS60,2.01E-20,1.78E-17,
ENSRNOG00000006972,Zfp189,1.123027957,FS30,1.1E-19,9.68E-17,
ENSRNOG00000000299,Foxo3,0.843927416,FS60,1.89E-19,1.57E-16,
ENSRNOG00000007990,Adipor2,1.038779679,FS60,2.23E-19,1.76E-16,
ENSRNOG00000017392,Fgf2,0.767314778,FS60,4.96E-19,3.72E-16,
ENSRNOG00000009571,Wipf3,0.940433788,FS60,7.88E-19,5.62E-16,
ENSRNOG00000001544,Cyyr1,-0.863789313,FS60,1.29E-18,8.38E-16,
ENSRNOG00000007118,Eva1a,0.969145881,FS60,1.26E-18,8.38E-16,
ENSRNOG00000013092,Lonrf3,0.923623426,FS60,1.42E-18,8.85E-16,
ENSRNOG00000052129,Nwd1,0.815882252,FS60,1.71E-18,1.02E-15,
ENSRNOG00000009957,Slc25a13,0.76451753,FS60,1.86E-18,1.07E-15,
ENSRNOG00000020811,Il6r,0.818346608,FS30,1.76E-18,1.26E-15,
ENSRNOG00000007390,Nfkbia,1.594348525,FS30,1.64E-18,1.26E-15,
ENSRNOG00000007607,Nr4a1,1.485870394,FS30,1.77E-18,1.26E-15,
ENSRNOG00000022386,Opalin,-0.871695186,FS60,5.89E-18,3.16E-15,
ENSRNOG00000051552,LincRNA (Long intergeneic non-coding RNA),8.534990896,FS60,2.66E-17,1.37E-14,
ENSRNOG00000018413,Per3,0.653960944,FS360,2.72E-18,2.02E-14,
ENSRNOG00000008336,Tnfrsf11b,-1.301382867,FS60,4.58E-17,2.29E-14,
ENSRNOG00000016366,Colec12,-0.670189295,FS120,8.68E-18,3.22E-14,
ENSRNOG00000018969,Gpatch4,1.156486755,FS60,7.02E-17,3.39E-14,
ENSRNOG00000011946,Ptn,-0.581872605,FS60,2.01E-16,9.43E-14,
ENSRNOG00000045743,Etnppl,1.175664748,FS60,6.12E-16,2.78E-13,
ENSRNOG00000012795,Cables1,0.649487007,FS60,7.34E-16,3.24E-13,
ENSRNOG00000028624,Kif26b,0.657641365,FS120,1.58E-16,3.91E-13,
ENSRNOG00000056656,NA,0.597028396,FS120,1.46E-16,3.91E-13,
ENSRNOG00000001189,Sik1,1.608630332,FS30,1.62E-15,1.01E-12,
ENSRNOG00000015441,Il4r,1.083955845,FS30,1.72E-15,1.03E-12,
ENSRNOG00000008086,Dpf3,0.676480544,FS120,5.57E-16,1.18E-12,
ENSRNOG00000010967,Cdc37l1,0.667185467,FS60,3.78E-15,1.62E-12,
ENSRNOG00000015822,Klf13,0.771650785,FS60,4.72E-15,1.95E-12,
ENSRNOG00000057040,Spns2,0.51506131,FS60,4.82E-15,1.95E-12,
ENSRNOG00000007443,Jag1,-1.01050295,FS30,4.65E-15,2.68E-12,
ENSRNOG00000005333,Azin1,0.782158151,FS60,7.28E-15,2.87E-12,
ENSRNOG00000012886,Maff,2.488338812,FS30,7.36E-15,3.93E-12,
ENSRNOG00000051204,Dopey2,0.539018859,FS60,1.14E-14,4.40E-12,
ENSRNOG00000002072,Eva1c,0.875123981,FS60,1.19E-14,4.46E-12,
ENSRNOG00000009565,Pdk4,1.453229997,FS60,3.08E-14,1.13E-11,
ENSRNOG00000006144,Cntn3,-0.455256975,FS120,8.83E-15,1.46E-11,
ENSRNOG00000014479,Cttnbp2nl,0.64062951,FS30,2.92E-14,1.46E-11,
ENSRNOG00000015445,Mal,0.978568422,FS30,2.82E-14,1.46E-11,
ENSRNOG00000010447,Tmod2,0.630151897,FS60,5.09E-14,1.82E-11,
ENSRNOG00000010350,Rcan2,0.691299075,FS60,5.73E-14,2.00E-11,
ENSRNOG00000006324,Trpc6,-0.684294342,FS60,2.2E-13,7.49E-11,
ENSRNOG00000017072,Slc16a14,0.862072764,FS30,1.59E-13,7.69E-11,
ENSRNOG00000053640,Kcng2,0.648030355,FS60,3E-13,1.00E-10,
ENSRNOG00000018865,Adamts12,-0.705767939,FS120,8.27E-14,1.23E-10,
ENSRNOG00000060898,AABR07026359.1,2.011044376,FS30,2.96E-13,1.39E-10,
ENSRNOG00000059215,Pqlc1,0.681531782,FS30,5.66E-13,2.57E-10,
ENSRNOG00000001658,Kcnj6,0.677396392,FS120,2.27E-13,2.81E-10,
ENSRNOG00000004928,Sntg2,-0.539134618,FS120,2.94E-13,3.36E-10,
ENSRNOG00000058094,Lyst,0.520406315,FS120,4.57E-13,4.84E-10,
ENSRNOG00000019718,Galnt15,1.049416924,FS360,1.53E-13,5.15E-10,
ENSRNOG00000014293,Nkd1,-0.594113988,FS60,1.62E-12,5.16E-10,
ENSRNOG00000014448,Arntl,-0.544768659,FS360,2.52E-13,5.35E-10,
ENSRNOG00000023257,Adamts9,-0.5932537,FS120,5.52E-13,5.46E-10,
ENSRNOG00000001843,Bcl6,0.670007603,FS60,1.84E-12,5.74E-10,
ENSRNOG00000016123,Rnf144b,0.527835657,FS30,1.62E-12,7.15E-10,
ENSRNOG00000025377,Ankdd1b,1.878909156,FS60,3.49E-12,1.07E-09,
ENSRNOG00000059579,Gpt2,0.538889982,FS60,4.82E-12,1.44E-09,
ENSRNOG00000012074,Ifngr1,0.640827274,FS30,4.49E-12,1.81E-09,
ENSRNOG00000027839,Ptk2b,0.549415747,FS60,6.3E-12,1.85E-09,
ENSRNOG00000012830,Paqr8,0.706582115,FS60,7.17E-12,2.07E-09,
ENSRNOG00000054344,NA,1.942810704,FS30,6.58E-12,2.50E-09,
ENSRNOG00000010124,Trim2,0.493142431,FS60,1.51E-11,4.26E-09,
ENSRNOG00000030983,B3galt5,0.657947214,FS60,1.6E-11,4.43E-09,
ENSRNOG00000019354,Ptch1,-0.468836515,FS60,1.68E-11,4.59E-09,
ENSRNOG00000047307,Cntfr,0.610372418,FS60,1.86E-11,4.90E-09,
ENSRNOG00000007062,Rin3,0.994058241,FS60,1.85E-11,4.90E-09,
ENSRNOG00000016448,Eef2k,0.539027744,FS60,1.92E-11,4.96E-09,
ENSRNOG00000008622,Creb5,-0.47370839,FS120,6.25E-12,5.45E-09,
ENSRNOG00000015225,Gramd3,0.461012114,FS60,2.16E-11,5.50E-09,
ENSRNOG00000015695,Sult5a1,1.209012597,FS60,2.58E-11,6.44E-09,
ENSRNOG00000012988,Lix1,-0.698178842,FS60,2.69E-11,6.62E-09,
ENSRNOG00000010263,Cldn11,0.68385121,FS30,1.87E-11,6.67E-09,
ENSRNOG00000021255,Smox,0.484493137,FS60,3.22E-11,7.79E-09,
ENSRNOG00000010777,Tox,-0.554756056,FS120,1.15E-11,9.47E-09,
ENSRNOG00000014751,Ret,1.120995649,FS60,4.19E-11,9.98E-09,
ENSRNOG00000052506,Ak3,0.52585822,FS60,4.66E-11,1.09E-08,
ENSRNOG00000049282,Oas2,-1.632488668,FS120,1.73E-11,1.35E-08,
ENSRNOG00000006611,Nostrin,0.865758537,FS30,4.25E-11,1.45E-08,
ENSRNOG00000047493,Slco1a4,-0.789907819,FS60,7.5E-11,1.73E-08,
ENSRNOG00000014096,Nr3c1,-0.679749859,FS60,7.66E-11,1.74E-08,
ENSRNOG00000019536,Smim3,0.90551974,FS60,7.94E-11,1.78E-08,
ENSRNOG00000033397,Adamts20,0.510696638,FS120,2.5E-11,1.85E-08,
ENSRNOG00000010253,Cd163,1.329913586,FS60,9.35E-11,2.06E-08,
ENSRNOG00000014061,Dusp5,1.327109447,FS30,7.24E-11,2.41E-08,
ENSRNOG00000043167,Itga9,0.648006113,FS120,3.51E-11,2.47E-08,
ENSRNOG00000010529,Thbs2,-1.157301284,FS120,3.97E-11,2.56E-08,
ENSRNOG00000016812,Adamts16,-1.025977646,FS360,1.38E-11,2.57E-08,
ENSRNOG00000028274,Myrf,0.559035869,FS30,8.07E-11,2.57E-08,
ENSRNOG00000007393,Ndrg1,0.678440986,FS30,7.96E-11,2.57E-08,
ENSRNOG00000026902,Lyve1,2.179564168,FS30,9.96E-11,3.10E-08,
ENSRNOG00000014648,Efnb2,-0.51267123,FS30,1.3E-10,3.97E-08,
ENSRNOG00000021027,Dbp,0.743403801,FS360,3.11E-11,5.13E-08,
ENSRNOG00000033090,Ltbp1,-0.664500277,FS120,1.06E-10,6.57E-08,
ENSRNOG00000003442,Adora1,0.475166465,FS60,3.18E-10,6.82E-08,
ENSRNOG00000019236,Rnf220,-0.494465121,FS120,1.18E-10,7.00E-08,
ENSRNOG00000005302,Slc2a9,0.743813672,FS60,3.54E-10,7.48E-08,
ENSRNOG00000001250,Lfng,0.916307938,FS30,3.27E-10,9.48E-08,
ENSRNOG00000017879,Gab1,-0.46630299,FS60,4.74E-10,9.73E-08,
ENSRNOG00000018903,Pik3r1,0.463564548,FS60,4.97E-10,1.01E-07,
ENSRNOG00000026392,Cdh12,0.604245706,FS30,5.79E-10,1.63E-07,
ENSRNOG00000009658,Rnf19a,0.463389302,FS60,1.05E-09,2.06E-07,
ENSRNOG00000020254,Per2,0.585155389,FS30,7.84E-10,2.17E-07,
ENSRNOG00000020088,Klhl26,0.483923356,FS60,1.18E-09,2.30E-07,
ENSRNOG00000061099,AABR07033324.1,-1.055631001,FS60,1.24E-09,2.39E-07,
ENSRNOG00000057153,Pla1a,0.86762477,FS30,9.26E-10,2.52E-07,
ENSRNOG00000013160,Sash1,-0.372953098,FS120,4.55E-10,2.59E-07,
ENSRNOG00000004812,Sema6d,-0.441632206,FS60,1.42E-09,2.69E-07,
ENSRNOG00000058727,brevican core protein-like?- LincRNA,5.670322776,FS60,1.55E-09,2.90E-07,
ENSRNOG00000055308,NA,-0.656965941,FS180,6.2E-11,3.08E-07,
ENSRNOG00000016679,Tmc7,-0.496610877,FS60,1.66E-09,3.08E-07,
ENSRNOG00000007345,Amot,0.627756294,FS60,0.000000002,3.57E-07,
ENSRNOG00000012362,Cacng3,-0.646826364,FS60,0.000000002,3.57E-07,
ENSRNOG00000033261,Fam107a,0.502374794,FS30,1.44E-09,3.78E-07,
ENSRNOG00000005046,Tspan13,0.456664897,FS30,1.51E-09,3.89E-07,
ENSRNOG00000023643,Mmp17,0.593900777,FS60,2.26E-09,3.99E-07,
ENSRNOG00000009440,Gucy1b2,-0.576324481,FS120,8.04E-10,4.11E-07,
ENSRNOG00000010047,Ddit4l2,-1.886851536,FS60,2.45E-09,4.26E-07,
ENSRNOG00000014205,Klf2,1.771576551,FS30,1.73E-09,4.27E-07,
ENSRNOG00000027245,Tdrp,-0.665974357,FS30,1.74E-09,4.27E-07,
ENSRNOG00000013869,Kcnj4,-0.758200231,FS30,1.81E-09,4.37E-07,
ENSRNOG00000005616,Ncoa3,0.436312944,FS60,2.81E-09,4.84E-07,
ENSRNOG00000020298,Bag3,0.909019058,FS60,3.14E-09,5.34E-07,
ENSRNOG00000047450,Lmo3,-0.513420598,FS60,3.36E-09,5.67E-07,
ENSRNOG00000017808,Klf15,0.59341127,FS60,3.79E-09,6.31E-07,
ENSRNOG00000027016,Cobll1,-0.465031298,FS60,3.86E-09,6.36E-07,
ENSRNOG00000010574,Ptpn1,0.39739672,FS30,3.02E-09,6.95E-07,
ENSRNOG00000008758,Tspan18,0.650765452,FS60,4.28E-09,6.97E-07,
ENSRNOG00000003997,Pld5,1.088584921,FS60,5.34E-09,8.60E-07,
ENSRNOG00000049937,Pdxk,0.630591759,FS30,3.89E-09,8.81E-07,
ENSRNOG00000033940,Adgrl4,0.643124948,FS30,3.96E-09,8.84E-07,
ENSRNOG00000003289,Lap3,-0.555643733,FS60,5.75E-09,9.18E-07,
ENSRNOG00000009431,Tbc1d4,0.5736416,FS60,6.19E-09,9.77E-07,
ENSRNOG00000027463,Adamts3,0.436228675,FS120,2.28E-09,1.03E-06,
ENSRNOG00000010233,Cald1,-0.517309638,FS120,2.25E-09,1.03E-06,
ENSRNOG00000000521,Cdkn1a,1.407844464,FS30,5.12E-09,1.13E-06,
ENSRNOG00000002045,Anxa3,0.520108521,FS30,5.32E-09,1.15E-06,
ENSRNOG00000045941,Susd6,0.452650251,FS60,7.5E-09,1.15E-06,
ENSRNOG00000005882,Tle1,-0.523171677,FS60,7.39E-09,1.15E-06,
ENSRNOG00000021256,Adra1d,0.822997998,FS60,7.82E-09,1.18E-06,
ENSRNOG00000012749,C1qb,1.853175721,FS30,5.59E-09,1.18E-06,
ENSRNOG00000000955,Lnx2,-0.55815541,FS30,5.62E-09,1.18E-06,
ENSRNOG00000013309,Pik3ap1,-0.798982257,FS60,8.29E-09,1.24E-06,
ENSRNOG00000011696,Lifr,0.687733738,FS60,1.01E-08,1.50E-06,
